task	run	echo	parameter	status	eras_present	e11_unique_values	xa30_unique_values	xa60_unique_values	e11_n_values	xa30_n_values	xa60_n_values
ugr	2	dicom	ManufacturerModelName	differs_systematically_by_era	E11;XA30;XA60	"""Prisma"""	"""MAGNETOM Prisma"""	"""MAGNETOM Prisma"""	1	1	1
ugr	2	dicom	Modality	identical_across_eras	E11;XA30;XA60	"""MR"""	"""MR"""	"""MR"""	1	1	1
ugr	2	dicom	MultiPlanarExcitation	identical_across_eras	XA30;XA60		"""NO"""	"""NO"""	0	1	1
ugr	2	dicom	NumberOfAverages	identical_across_eras	E11;XA30;XA60	"""1"""	"""1"""	"""1"""	1	1	1
ugr	2	dicom	NumberOfFrames	identical_across_eras	XA30;XA60		"""51"""	"""51"""	0	1	1
ugr	2	dicom	NumberOfKSpaceTrajectories	identical_across_eras	XA30;XA60		"""1"""	"""1"""	0	1	1
ugr	2	dicom	NumberOfPhaseEncodingSteps	insufficient_cross_era_coverage	E11	"""69"""			1	0	0
ugr	2	dicom	NumberOfTemporalPositions	identical_across_eras	XA30;XA60		"""240"""	"""240"""	0	1	1
ugr	2	dicom	OperatingMode	varies_within_era	XA30;XA60		"""IEC_FIRST_LEVEL"";""IEC_NORMAL"""	"""IEC_FIRST_LEVEL"";""IEC_NORMAL"""	0	2	2
ugr	2	dicom	OperatingModeType	varies_within_era	XA30;XA60		"""GRADIENT"";""RF"""	"""GRADIENT"";""RF"""	0	2	2
ugr	2	dicom	OversamplingPhase	identical_across_eras	XA30;XA60		"""NONE"""	"""NONE"""	0	1	1
ugr	2	dicom	ParallelAcquisition	identical_across_eras	XA30;XA60		"""YES"""	"""YES"""	0	1	1
ugr	2	dicom	ParallelAcquisitionTechnique	identical_across_eras	XA30;XA60		"""GRAPPA"""	"""GRAPPA"""	0	1	1
ugr	2	dicom	ParallelReductionFactorInPlane	identical_across_eras	XA30;XA60		"""2.0"""	"""2.0"""	0	1	1
ugr	2	dicom	ParallelReductionFactorOutOfPlane	identical_across_eras	XA30;XA60		"""1.0"""	"""1.0"""	0	1	1
ugr	2	dicom	PartialFourier	identical_across_eras	XA30;XA60		"""YES"""	"""YES"""	0	1	1
ugr	2	dicom	PartialFourierDirection	identical_across_eras	XA30;XA60		"""PHASE"""	"""PHASE"""	0	1	1
ugr	2	dicom	PercentPhaseFieldOfView	identical_across_eras	E11;XA30;XA60	"""100"""	"""100"""	"""100"""	1	1	1
ugr	2	dicom	PercentSampling	identical_across_eras	E11;XA30;XA60	"""100"""	"""100"""	"""100"""	1	1	1
ugr	2	dicom	PhaseContrast	identical_across_eras	XA30;XA60		"""NO"""	"""NO"""	0	1	1
ugr	2	dicom	PhotometricInterpretation	identical_across_eras	E11;XA30;XA60	"""MONOCHROME2"""	"""MONOCHROME2"""	"""MONOCHROME2"""	1	1	1
ugr	2	dicom	PixelBandwidth	identical_across_eras	E11;XA30;XA60	"""2500"""	"""2500"""	"""2500"""	1	1	1
ugr	2	dicom	PixelRepresentation	identical_across_eras	E11;XA30;XA60	"""0"""	"""0"""	"""0"""	1	1	1
ugr	2	dicom	PixelSpacing	differs_systematically_by_era	E11;XA30;XA60	"""[2.7000000476837, 2.7000000476837]"""	"""[2.7, 2.7]"""	"""[2.7, 2.7]"""	1	1	1
ugr	2	dicom	PulseSequenceName	identical_across_eras	XA30;XA60		"""epfid2d4_80"""	"""epfid2d4_80"""	0	1	1
ugr	2	dicom	RFEchoTrainLength	identical_across_eras	XA30;XA60		"""0"""	"""0"""	0	1	1
ugr	2	dicom	RectilinearPhaseEncodeReordering	identical_across_eras	XA30;XA60		"""LINEAR"""	"""LINEAR"""	0	1	1
ugr	2	dicom	RepetitionTime	identical_across_eras	E11;XA30;XA60	"""1615"""	"""1615"""	"""1615"""	1	1	1
ugr	2	dicom	RescaleIntercept	identical_across_eras	XA30;XA60		"""0"""	"""0"""	0	1	1
ugr	2	dicom	RescaleSlope	identical_across_eras	XA30;XA60		"""1"""	"""1"""	0	1	1
ugr	2	dicom	RescaleType	identical_across_eras	XA30;XA60		"""US"""	"""US"""	0	1	1
ugr	2	dicom	Rows	differs_systematically_by_era	E11;XA30;XA60	"""640"""	"""80"""	"""80"""	1	1	1
ugr	2	dicom	SAR	insufficient_cross_era_coverage	E11	"""0.02566822589314"""			1	0	0
ugr	2	dicom	SamplesPerPixel	identical_across_eras	E11;XA30;XA60	"""1"""	"""1"""	"""1"""	1	1	1
ugr	2	dicom	SaturationRecovery	identical_across_eras	XA30;XA60		"""NO"""	"""NO"""	0	1	1
ugr	2	dicom	ScanOptions	insufficient_cross_era_coverage	E11	"""['PFP', 'FS']"""			1	0	0
ugr	2	dicom	ScanningSequence	insufficient_cross_era_coverage	E11	"""EP"""			1	0	0
ugr	2	dicom	SegmentedKSpaceTraversal	identical_across_eras	XA30;XA60		"""SINGLE"""	"""SINGLE"""	0	1	1
ugr	2	dicom	SequenceName	insufficient_cross_era_coverage	E11	"""epfid2d4_80"""			1	0	0
ugr	2	dicom	SequenceVariant	insufficient_cross_era_coverage	E11	"""['SK', 'SS']"""			1	0	0
ugr	2	dicom	SliceThickness	differs_systematically_by_era	E11;XA30;XA60	"""2.7000000476837"""	"""2.7"""	"""2.7"""	1	1	1
ugr	2	dicom	SoftwareVersions	differs_systematically_by_era	E11;XA30;XA60	"""syngo MR E11"""	"""syngo MR XA30"""	"""syngo MR XA60"""	1	1	1
ugr	2	dicom	SpacingBetweenSlices	differs_systematically_by_era	E11;XA30;XA60	"""2.9699999464334"""	"""2.97"""	"""2.97"""	1	1	1
ugr	2	dicom	SpatialPresaturation	identical_across_eras	XA30;XA60		"""NONE"""	"""NONE"""	0	1	1
ugr	2	dicom	SpectrallySelectedExcitation	identical_across_eras	XA30;XA60		"""NONE"""	"""NONE"""	0	1	1
ugr	2	dicom	SpectrallySelectedSuppression	identical_across_eras	XA30;XA60		"""FAT"""	"""FAT"""	0	1	1
ugr	2	dicom	Spoiling	identical_across_eras	XA30;XA60		"""NONE"""	"""NONE"""	0	1	1
ugr	2	dicom	SteadyStatePulseSequence	identical_across_eras	XA30;XA60		"""NONE"""	"""NONE"""	0	1	1
ugr	2	dicom	T2Preparation	identical_across_eras	XA30;XA60		"""NO"""	"""NO"""	0	1	1
ugr	2	dicom	Tagging	identical_across_eras	XA30;XA60		"""NONE"""	"""NONE"""	0	1	1
ugr	2	dicom	TransmitterFrequency	differs_systematically_by_era	XA30;XA60		"""123.249154"""	"""123.24927"""	0	1	1
ugr	2	dicom	VariableFlipAngleFlag	identical_across_eras	E11;XA60	"""N"""		"""N"""	1	0	1
ugr	2	dicom	VolumeBasedCalculationTechnique	identical_across_eras	XA30;XA60		"""NONE"""	"""NONE"""	0	1	1
ugr	2	dicom	VolumetricProperties	differs_systematically_by_era	XA30;XA60		"""VOLUME"""	"""DISTORTED"""	0	1	1
