Volume,Subject,Session,Task,Run,Filepath
1391,sub-11348,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11348/ses-01/func/sub-11348_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1392,sub-11348,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11348/ses-01/func/sub-11348_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1393,sub-11348,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11348/ses-01/func/sub-11348_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1394,sub-11348,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11348/ses-01/func/sub-11348_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1395,sub-11348,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11348/ses-01/func/sub-11348_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1396,sub-11358,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11358/ses-01/func/sub-11358_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1397,sub-11358,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11358/ses-01/func/sub-11358_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1398,sub-11358,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11358/ses-01/func/sub-11358_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1399,sub-11358,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11358/ses-01/func/sub-11358_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1400,sub-11358,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11358/ses-01/func/sub-11358_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1401,sub-11358,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11358/ses-01/func/sub-11358_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1402,sub-11358,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11358/ses-01/func/sub-11358_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1403,sub-11364,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11364/ses-01/func/sub-11364_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1404,sub-11364,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11364/ses-01/func/sub-11364_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1405,sub-11364,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11364/ses-01/func/sub-11364_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1406,sub-11364,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11364/ses-01/func/sub-11364_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1407,sub-11364,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11364/ses-01/func/sub-11364_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1408,sub-11364,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11364/ses-01/func/sub-11364_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1409,sub-11367,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1410,sub-11367,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1411,sub-11367,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1412,sub-11367,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1413,sub-11367,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1414,sub-11367,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1415,sub-11367,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1416,sub-11367,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11367/ses-01/func/sub-11367_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1417,sub-11374,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11374/ses-01/func/sub-11374_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1418,sub-11374,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11374/ses-01/func/sub-11374_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1419,sub-11374,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11374/ses-01/func/sub-11374_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1420,sub-11374,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11374/ses-01/func/sub-11374_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1421,sub-11374,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11374/ses-01/func/sub-11374_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1422,sub-11374,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11374/ses-01/func/sub-11374_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1423,sub-11374,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11374/ses-01/func/sub-11374_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1424,sub-11376,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1425,sub-11376,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1426,sub-11376,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1427,sub-11376,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1428,sub-11376,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1429,sub-11376,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1430,sub-11376,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1431,sub-11376,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11376/ses-01/func/sub-11376_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1432,sub-11387,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1433,sub-11387,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1434,sub-11387,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1435,sub-11387,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1436,sub-11387,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1437,sub-11387,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1438,sub-11387,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1439,sub-11387,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11387/ses-01/func/sub-11387_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1440,sub-11396,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11396/ses-01/func/sub-11396_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1441,sub-11396,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11396/ses-01/func/sub-11396_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1442,sub-11410,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1443,sub-11410,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1444,sub-11410,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1445,sub-11410,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1446,sub-11410,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1447,sub-11410,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1448,sub-11410,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1449,sub-11410,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11410/ses-01/func/sub-11410_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1450,sub-11416,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11416/ses-01/func/sub-11416_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1451,sub-11416,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11416/ses-01/func/sub-11416_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1452,sub-11416,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11416/ses-01/func/sub-11416_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1453,sub-11416,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11416/ses-01/func/sub-11416_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1454,sub-11416,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11416/ses-01/func/sub-11416_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1455,sub-11416,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11416/ses-01/func/sub-11416_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1456,sub-11426,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11426/ses-01/func/sub-11426_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1457,sub-11426,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11426/ses-01/func/sub-11426_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1458,sub-11426,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11426/ses-01/func/sub-11426_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1459,sub-11426,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11426/ses-01/func/sub-11426_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1460,sub-11426,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11426/ses-01/func/sub-11426_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1461,sub-11430,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11430/ses-01/func/sub-11430_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1462,sub-11430,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11430/ses-01/func/sub-11430_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1463,sub-11430,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11430/ses-01/func/sub-11430_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1464,sub-11430,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11430/ses-01/func/sub-11430_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1465,sub-11430,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11430/ses-01/func/sub-11430_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1466,sub-11430,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11430/ses-01/func/sub-11430_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1467,sub-11432,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11432/ses-01/func/sub-11432_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1468,sub-11432,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11432/ses-01/func/sub-11432_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1469,sub-11432,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11432/ses-01/func/sub-11432_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1470,sub-11432,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11432/ses-01/func/sub-11432_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1471,sub-11432,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11432/ses-01/func/sub-11432_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1472,sub-11432,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11432/ses-01/func/sub-11432_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1473,sub-11432,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11432/ses-01/func/sub-11432_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1474,sub-11435,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1475,sub-11435,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1476,sub-11435,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1477,sub-11435,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1478,sub-11435,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1479,sub-11435,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1480,sub-11435,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1481,sub-11435,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11435/ses-01/func/sub-11435_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1482,sub-11439,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11439/ses-01/func/sub-11439_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1483,sub-11439,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11439/ses-01/func/sub-11439_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1484,sub-11439,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11439/ses-01/func/sub-11439_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1485,sub-11439,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11439/ses-01/func/sub-11439_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1486,sub-11439,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11439/ses-01/func/sub-11439_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1487,sub-11439,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11439/ses-01/func/sub-11439_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1488,sub-11440,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1489,sub-11440,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1490,sub-11440,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1491,sub-11440,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1492,sub-11440,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1493,sub-11440,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1494,sub-11440,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1495,sub-11440,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11440/ses-01/func/sub-11440_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1496,sub-11443,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11443/ses-01/func/sub-11443_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1497,sub-11443,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11443/ses-01/func/sub-11443_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1498,sub-11443,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11443/ses-01/func/sub-11443_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1499,sub-11443,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11443/ses-01/func/sub-11443_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1500,sub-11450,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11450/ses-01/func/sub-11450_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1501,sub-11450,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11450/ses-01/func/sub-11450_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1502,sub-11450,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11450/ses-01/func/sub-11450_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1503,sub-11450,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11450/ses-01/func/sub-11450_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1504,sub-11450,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11450/ses-01/func/sub-11450_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1505,sub-11450,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11450/ses-01/func/sub-11450_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1506,sub-11450,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11450/ses-01/func/sub-11450_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1507,sub-11451,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1508,sub-11451,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1509,sub-11451,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1510,sub-11451,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1511,sub-11451,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1512,sub-11451,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1513,sub-11451,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1514,sub-11451,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11451/ses-01/func/sub-11451_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1515,sub-11461,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11461/ses-01/func/sub-11461_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
